11:22:00,布部,11:21:41,3,-1,,,
11:22:30,,11:22:30,,±0,,,
11:29:00,山部,11:28:30,①,-1,,,
11:29:30,,11:29:30,1,±0,,,
11:38:00,下金山,11:37:50,,-1,,,
11:38:30,,11:38:30,,±0,,,
11:46:30,金山,11:45:40,②,-1,,,
11:47:00, ,11:47:00,2,±0,,,
12:00:00,東鹿越,11:59:16,②,-1,,,
——,,——,2,,,,
富良野拆組前:??2(1-2#),,,,,,,
富良野拆組后:??1(1#),,,,,,,
同行者：贾赟、单灵奇、王轶伦、韩抒、程昊琮,,,,,,,
,,,,,,,
,,JR41.5/2083.1,,,,,
,,,,,,,
東鹿越-新得,,,,,,,
103,普通,JR列車代行バス,,,札幌230 ぁ10-02,JR北海道,
圖定時刻,駅名,實際時刻,站台番線方向,正晚點,旅行記錄,運行區間,
,,,,,,,
ˇ,東鹿越,ˇ,,,,,
12:05:00,〃,12:05:41,,±0,,,
12:13:00,幾寅,12:13:08,,±0,,,
12:13:00,,12:14:12,,+1,,,
12:25:00,落合,12:27:15,,+2,,,
12:25:00,〃,12:27:23,,+2,,,
,サホロリゾ一ト,12:51:32,,,,,
,,12:54:11,,,,,
13:13:00,新得,13:08:30,,-5,,,
——,,——,,,,,
無軌氣動車??1(1#),,,,,,,
同行者：贾赟、单灵奇、王轶伦、韩抒、程昊琮,,,,,,,
,,,,,,,
,,JR172.1/2255.2,,,,,
,,,,,,,
札幌-釧路,,,,,3-2D 背左窗,,
4005D ,特急, 超级大空5号,,,キロ282-6,JR北海道,
圖定時刻,駅名,實際時刻,站台番線方向,正晚點,旅行記錄,運行區間,
,,,,,,,
13:51:00,新得,13:58:02,①,+7,根室本缐,,
13:52:00,13:52発,13:58:45,1,+6,,,
,十勝清水,14:05:00,①,,38D ②(+6),带広-札幌,
,レ,,,,,,
,平野川信号場,14:10:20,,,2432D,带広-新得,
,,,,,,,
,羽帯信号場,14:12:00,,,3.16起废站改信号場,,
,レ,,,,,,
,御影,14:14:00,①,,,,
,レ,,,,,,
,上芽室信号場,14:16:35,,,,,
,,,,,,,
,芽室,14:18:15,①,,,,
,レ,,,,,,
,大成,14:20:00,,,,,
,レ,,,,,,
,西帯広,14:22:42,②,,,,
,レ,,,,,,
,帯広貨物,14:23:35,上下本線,,,,
,レ,,,,,,
,柏林台,14:24:30,,,,,
,レ,,,,,,
14:21:00,帯広,14:27:20,①,+6,2427D ② キハ40 777(國鉄色)(-19),新得-釧路,
14:22:00,14:22発,14:28:40,,+6,,,
,札内,14:32:10,①,,,,
,レ,,,,,,
,幕別,14:37:53,①,,,,
,レ,,,,,,
,利別,14:41:40,②,,,,
,レ,,,,,,
14:39:00,池田,14:44:38,①,+5,,,
14:40:00,14:40発,14:45:15,,+5,,,
,昭栄信号場,14:47:45,,,,,
,,,,,,,
,十弗,14:51:23,,,,,
,レ,,,,,,
,豊頃,14:55:00,①,,4008D ②,釧路-札幌,
,レ,,,,,,
,新吉野,14:58:57,②,,,,
,レ,,,,,,
,浦幌,15:02:00,①,,,,
,レ,,,,,,
,常豐信号場,15:06:06,,,,,
,,,,,,,
,上厚内信号場,15:12:00,①,,,,
,,,,,,,
,厚内,15:17:10,②,,2526D ① キハ40(+4),釧路-带広,
,レ,,,,,,
,直別,15:22:35,①,,,,
,レ,,,,,,
,尺別,15:25:30,②,,,,
,レ,,,,,,
,音別,15:28:35,①,,2092 2 DF200-*五貨(+3),釧路貨物-札幌貨物,
,レ,,1,,,,
,古瀬,15:35:10,①,,,,
,レ,,,,,,
15:35:00,白糠,15:39:37,②,+4,,,
15:36:00,15:36発,15:40:11,,+4,,,
,西庶路,15:42:00,②,,,,
,レ,,,,,,
,庶路,15:44:27,,,,,
,レ,,,,,,
,東庶路信号場,15:46:10,,,侧进侧出,,
,,,,,2528D キハ40,釧路-芽室,
,,,,,2527D キハ40,带広-釧路,
,大楽毛,15:49:04,①,,,,
,レ,,,,,,
,新大楽毛,15:52:00,,,,,
,レ,,,,,,
,新富士,15:55:45,①,,,,
,レ,,2,,,,
15:56:00,釧路,15:58:45,①,+2,,,
——,,——,,,,,
??3(6-4#)??1(3#)??2(2-1#),,,,,,,
同行者：贾赟、单灵奇、王轶伦、韩抒、程昊琮,,,,,,,
,,,,,,,
,,JR135.4/2390.6,,,,,
,,,,,,,
釧路-根室,,,,,,,
5633D,普通,,,,キハ54 518,JR北海道,
圖定時刻,駅名,實際時刻,站台番線方向,正晚點,旅行記錄,運行區間,
,,,,,,,
ˇ,釧路,ˇ,⑤,,根室本缐,,
16:17:00,16:17発,16:17:14,,±0,,,
16:21:30,東釧路,16:21:29,②,±0,,,
16:22:00,16:22発,16:22:15,2,±0,,,
,,,武佐,,,,
16:24:00,武佐,16:24:05,,±0,,,
16:24:30,16:24発,16:24:32,,±0,,,
16:29:45,別保,16:29:50,,±0,,,
16:30:15,16:30発,16:30:22,,±0,,,
16:46:15,上尾幌,16:45:52,②,-1,,,
16:46:45,16:46発,16:46:46,2,±0,,,
16:55:45,尾幌,16:55:35,,±0,,,
16:56:15,16:56発,16:56:20,,±0,,,
17:04:45,門静,17:04:25,,±0,,,
17:05:15,17:05発,17:05:20,,±0,,,
17:11:00,厚岸,17:10:15,①,-1,,,
17:11:30,17:11発,17:11:50,1,±0,,,
17:22:15,糸魚沢,17:23:52,,+1,,,
17:22:45,17:22発,17:24:15,,+2,,,
17:33:00,茶内,17:33:08,①,±0,5632D ② キハ54-507 /17:33:37(±0),根室-釧路,
17:33:30,17:33発,17:33:40,1,±0,,,
17:41:15,浜中,17:40:30,,-1,,,
17:41:45,17:41発,17:41:50,,±0,,,
17:51:15,姉別,17:51:03,,±0,,,
17:51:45,17:51発,17:51:22,,±0,,,
17:58:30,厚床,17:59:15,①,+1,天黑,,
17:59:00,17:59発,17:59:43,1,±0,,,
18:06:30,初田牛,18:07:05,,,,,
,レ,,,,,,
18:14:15,別当賀,18:15:45,,,,,
,レ,,,,,,
18:25:15,落石,18:26:47,②,+1,,,
18:25:45,18:25発,18:27:19,2,+2,,,
18:30:30,昆布盛,18:31:47,,+1,,,
18:31:00,18:31発,18:32:04,,+1,,,
18:37:15,西和田,18:38:10,,+1,,,
18:37:45,18:37発,18:39:01,,+2,,,
18:46:00,東根室,18:46:32,,±0,,,
18:46:30,18:46発,18:47:01,,+1,,,
18:49:30,根室,18:50:35,①,+1,,,
——,,——,1,,,,
??1(1#),,,,,,,
同行者：贾赟、单灵奇、王轶伦、韩抒、程昊琮,,,,,,,
,,,,,,,
,,JR135.4/2526.0,,,,,
,,,,,,,
根室-釧路,,,,,,,
5634D,普通,,,,キハ54 518,JR北海道,
圖定時刻,駅名,實際時刻,站台番線方向,正晚點,旅行記錄,運行區間,
,,,,,,,
ˇ,根室,ˇ,①,,根室本缐,,
19:01:00,19:01発,19:00:59,1,-1,,,
19:03:00,東根室,19:03:20,,±0,,,
19:04:00,19:04発,19:03:59,,-1,,,
19:12:00,西和田,19:12:17,,±0,,,
19:12:00,19:12発,19:12:50,,±0,,,
19:18:00,昆布盛,19:18:16,,±0,,,
19:19:00,19:19発,19:19:03,,±0,,,
19:24:00,落石,19:23:52,①,-1,,,
19:25:00,19:25発,19:25:00,1,±0,,,
19:36:00,別当賀,19:37:07,,+1,,,
19:37:00,19:37発,19:37:21,,±0,,,
19:45:00,初田牛,19:46:30,,+1,,,
19:45:00,19:45発,19:46:40,,+1,,,
19:54:00,厚床,19:53:32,②,-1,,,
19:54:00,19:54発,19:54:30,2,±0,,,
20:02:00,姉別,20:01:42,,-1,,,
20:03:00,20:03発,20:03:00,,±0,,,
20:13:00,浜中,20:14:16,,+1,,,
20:14:00,20:14発,20:14:30,,±0,,,
20:21:00,茶内,20:21:18,②,±0,5635D 1 キハ54,釧路-根室,
20:22:00,20:22発,20:22:00,2,±0,,,
20:31:00,糸魚沢,21:31:52,,±0,,,
20:32:00,20:32発,21:32:05,,±0,,,
20:43:00,厚岸,21:43:37,①,±0,,,
20:44:00,20:44発,21:44:04,1,±0,,,
20:49:00,門静,20:49:21,,±0,,,
20:50:00,20:50発,20:50:00,,±0,,,
20:58:00,尾幌,20:59:45,,+1,,,
20:59:00,20:59発,20:59:57,,±0,,,
21:08:00,上尾幌,21:09:32,①,+1,5637D 2 キハ54-514,釧路-厚岸,
21:09:00,21:09発,21:09:50,1,±0,,,
21:25:00,別保,21:25:20,,±0,,,
21:25:00,21:25発,21:25:31,,±0,,,
21:30:00,武佐,21:30:28,,±0,,,
21:31:00,21:31発,21:30:55,,-1,,,
21:33:00,東釧路,21:33:04,②,±0,,,
21:34:00,21:34発,21:33:55,2,-1,,,
21:38:00,釧路,21:37:43,⑤,-1,,,
——,,——,,,,,
??1(1#),,,,,,,
同行者：贾赟、单灵奇、王轶伦、韩抒、程昊琮,,,,,,,
