2018年03月24日,,,,,,,
,,,,,,,
,レ,,,,,,
,中愛別,20:46:50,,,,,
,レ,,,,,,
,愛別,20:51:20,,,,,
,レ,,,,,,
,伊香牛,20:56:46,,,,,
,レ,,,,,,
,将軍山,20:58:00,,,,,
,レ,,,,,,
,当麻,21:00:20,,,,,
,レ,,,,,,
,桜岡,21:03:13,,,,,
,レ,,,,,,
,北日ノ出,21:05:00,,,,,
,レ,,,,,,
,東旭川,21:06:10,,,4533D,旭川-上川,
,レ,,,,,,
,南永山,21:08:00,,,,,
,レ,,,,,,
,新旭川,21:10:20,③,,进站複線开始,,
,レ,,2,,,,
,旭川四条,21:12:00,,,,,
,レ,,,,,,
21:14:00,旭川,21:15:12,④,+1,,,
21:17:00,,21:17:07,4,±0,,,
,近文,21:21:00,①,,,,
,レ,,1,,,,
,伊納,21:25:30,①,,,,
,レ,,,,,,
,納内,21:32:35,②,,,,
,レ,,,,,,
21:37:00,深川,21:37:37,①,±0,,,
21:37:00,,21:38:30,1,+1,,,
,,,妹背牛,,,,
,妹背牛,21:43:10,②,,,,
,レ,,,,,,
,江部乙,21:47:14,①,,,,
,レ,,,,,,
21:52:00,滝川,21:52:58,④,±0,,,
21:52:00,21:52発,21:53:45,4,+1,,,
21:58:00,砂川,21:59:35,②,+1,,,
21:59:00,21:59発,22:00:15,2,+1,,,
,豊沼,22:03:06,,,,,
,レ,,,,,,
,奈井江,22:05:39,②,,,,
,レ,,,,,,
,茶志内,22:09:09,③,,,,
,レ,,,,,,
22:11:00,美唄,22:12:30,②,+1,,,
22:12:00,22:12発,22:13:11,,+1,,,
,光珠内,22:16:34,①,,,,
,レ,,,,,,
,峰延,22:18:40,,,,,
,レ,,,,,,
22:23:00,岩見沢,22:24:47,④,+1,,,
22:24:00,22:24発,22:25:39,4,+1,,,
,,,上幌向,,,,
,上幌向,22:29:00,①,,,,
,レ,,,,,,
,幌向,22:32:05,①,,,,
,レ,,,,,,
,豊幌,22:34:12,①,,,,
,レ,,,,,,
,江別,22:39:04,①,,,,
,レ,,,,,,
,高砂,22:40:08,①,,,,
,レ,,,,,,
,野幌,22:40:49,①,,,,
,レ,,,,,,
,大麻,22:42:43,①,,,,
,レ,,,,,,
,森林公園,22:44:00,①,,,,
,レ,,,,,,
,厚別,22:45:13,①,,,,
,レ,,1,,,,
,白石,22:48:04,②,,,,
,レ,,2,,,,
,苗穂,22:50:23,③,,,,
,レ,,3,,,,
22:53:00,札幌,22:53:20,②,±0,,,
——,,——,2,,,,
遠軽调向前:??2(1-2#)???1(3#)??1(4#),,,,,,,
遠軽调向后:??1(4#)???1(3#)??2(2-1#),,,,,,,
同行者：贾赟、单灵奇、王轶伦、韩抒、程昊琮,,,,,,,
