2018年03月21日,,,,,,,
,,,,,,,
,,JR3.0/67.1,,,,,
,,,,,,,
南浦和-大船,,,,,8-无,,
671A,普通,,,,モハE233-1408,JR東日本,
圖定時刻,駅名,實際時刻,站台番線方向,正晚點,旅行記錄,運行區間,
,,,,,,,
7:23:00,御徒町,7:23:13,①,±0,京浜東北線,,
7:23:00,07:23発,7:23:50,,±0,複線区間,,
7:25:00,秋葉原,7:25:12,④,±0,,,
7:25:00,07:25発,7:26:00,,+1,,,
7:27:00,神田,7:26:59,①,-1,,,
7:27:00,07:27発,7:27:19,,±0,,,
7:29:00,東京,7:29:14,⑥,±0,,,
7:29:00,,,,,,,
??1(1#)??4(2-5#)??1(6#)??2(7-8#)??1(9#)??1(10#),,,,,,,
同行者：贾赟、单灵奇、王轶伦、韩抒,,,,,,,
,,,,,,,
東京駅訪旅セF-3划票,,,,,,,
60020-06 30.3.21 はやぶさ 5 東京8:20-新函館北斗12:22 9-14B ￥*** ,,,,,,,
00021-01 30.MAR.22 SOYA 稚内17:46-旭川21:26 1-8A ￥*** ,,,,,,,
60013-03 30.MAR.22 SAROBETSU 1 旭川13:35-稚内17:21 1-9D ￥*** ,,,,,,,
60013-10 30.MAR.23 SUPER-OZORA 5 新得13:52-釧路15:56 3-2C ￥*** ,,,,,,,
60013-16 30.MAR.24 OKHOTSK 4 網走17:25-札幌22:53 3-3A ￥*** ,,,,,,,
60013-22 30.MAR.24 TAISETSU 4 網走12:35-旭川16:19 3-3A ￥*** ,,,,,,,
60013-25 30.MAR.25 SUPER-HOKUTO 12 長万部14:34-森15:15 1-3A ￥*** ,,,,,,,
60013-36 30.MAR.26 MAX TOKI 2F 331 大宮16:42-新潟18:16 7-28B ￥*** ,,,,,,,
,,,,,,,
,,JR862.5/929.6,,,,,
,,,,,,,
東京-新函館北斗,,,,,9-14B 正右,,
5B,新幹線,隼5号,,,E515-25,JR東日本/JR北海道,
圖定時刻,駅名,實際時刻,站台番線方向,正晚點,旅行記錄,運行區間,
,,,,,,,
ˇ,東京,ˇ,(21),,東北新幹線-北海道新幹線,,
8:20:00,,8:20:50,,±0,複線区間,,
,上野,8:24:30,⒇,,,,
,,,,,,,
8:43:00,大宮,8:42:58,⒄,-1,,,
8:44:00,,8:44:43,鷲宮信号場,±0,,,
,鷲宮信号場,8:50:00,通过,,,,
,,,小山,,,,
,小山,8:56:07,2,,,,
,,,宇都宮,,,,
,宇都宮,9:03:21,2,,127B 1 E3/E2(-2),東京-福島-山形/仙台,
,,,,,,,
,那須塩原,9:11:11,3,,,,
, ,,新白河,,,,
,新白河,9:17:23,3,,,,
, ,,,,,,
,郡山,9:24:40,下本線,,205B 11 E5(-2),東京-仙台,
,,,,,,,
,福島,9:32:50,下本線,,,,
,,,白石蔵王,,,,
,白石蔵王,9:38:59,下本線,,,,
, ,,,,,,
9:51:00,仙台,9:50:16,⑾,-1,,,
9:52:00,,9:52:52,,±0,,,
,古川,10:03:21,下本線,,,,
,,,,,,,
,くりこま高原,10:07:32,⑿,,,,
,,,,,,,
,一ノ関,10:12:32,下本線,,,,
, ,,,,4103B 11 H5(±0),東京-盛岡,
,水沢江刺,10:17:30,①,,,,
, ,,,,,,
,北上,10:20:33,下本線,,,,
,,,,,,,
,新花巻,10:23:19,①,,,,
, ,,,,,,
10:31:00,盛岡,10:32:05,⒁,+1,,,
10:32:00,,10:33:29,いわて沼宮内,+1,,,
,いわて沼宮内,10:42:59,①,,,,
,,,,,,,
,二戸,10:51:06,②,,,,
,,,,,,,
,八戸,10:58:06,⒀,,,,
