
御徒町,7:23:00,7:23:00,7:23:13,7:23:50
秋葉原,7:25:00,7:25:00,7:25:12,7:26:00
神田,7:27:00,7:27:00,7:26:59,7:27:19
東京,7:29:00,7:29:00,7:29:14,

東京,--,8:20:00,--,8:20:50
上野,,レ,8:24:30,
大宮,8:43:00,8:44:00,8:42:58,8:44:43
鷲宮信号場,,レ,8:50:00,
小山,,レ,8:56:07,
宇都宮,,レ,9:03:21,
那須塩原,,レ,9:11:11,
新白河,,レ,9:17:23,
郡山,,レ,9:24:40,
福島,,レ,9:32:50,
白石蔵王,,レ,9:38:59,
仙台,9:51:00,9:52:00,9:50:16,9:52:52
古川,,レ,10:03:21,
くりこま高原,,レ,10:07:32,
一ノ関,,レ,10:12:32,
水沢江刺,,レ,10:17:30,
北上,,レ,10:20:33,
新花巻,,レ,10:23:19,
盛岡,10:31:00,10:32:00,10:32:05,10:33:29
いわて沼宮内,,レ,10:42:59,
二戸,,レ,10:51:06,
八戸,,レ,10:58:06,
七戸十和田,,レ,11:06:53,
新青森,11:19:00,11:21:00,11:19:30,11:22:13
新中小国信号場,,レ,11:31:28,
奥津軽いまべつ,,レ,11:35:17,
竜飛定点,,レ,11:44:55,
吉岡定点,,レ,11:55:13,
湯の里知内信号場,,レ,12:05:10,
木古内,,レ,12:10:25,
新函館北斗,12:22:00,--,12:22:15,--

新函館北斗,12:33:00,12:34:00,12:33:28,12:35:15
仁山,,レ,12:38:30,
大沼,,レ,12:41:50,
大沼公園,12:43:00,12:44:00,12:44:35,12:45:20
赤井川,,レ,12:48:10,
駒ヶ岳,,レ,12:51:06,
姫川信号場,,レ,12:57:40,
森,13:01:00,13:02:00,13:02:30,13:03:15
石谷,,レ,13:06:00,
本石倉,,レ,13:08:08,
石倉,,レ,13:11:00,
落部,,レ,13:14:20,
野田生,,レ,13:17:15,
山越,,レ,13:20:00,
八雲,13:22:00,13:23:00,13:23:30,13:24:20
鷲ノ巢信号場,,レ,13:27:00,
山崎,,レ,13:28:45,
黒岩,,レ,13:32:03,
北豐津信号場,,レ,13:35:20,
国縫,,レ,13:37:20,
中ノ沢,,レ,13:40:00,
長万部,13:43:00,13:43:00,13:43:00,13:43:55
静狩,,レ,13:50:10,
小幌,,レ,13:54:28,
礼文,,レ,13:58:00,
大岸,,レ,14:00:20,
豊浦,,レ,14:04:30,
洞爺,14:08:00,14:09:00,14:08:22,14:09:19
北入江信号場,,レ,14:11:45,
有珠,,レ,14:15:00,
長和,,レ,14:17:15,
伊達紋別,14:20:00,14:20:00,14:19:52,14:20:43
北舟岡,,レ,14:23:00,
稀府,,レ,14:24:45,
黄金,,レ,14:27:27,
崎守,,レ,14:29:00,
陳屋町信号場,,レ,14:30:30,
本輪西,,レ,14:32:10,
東室蘭,14:36:00,14:37:00,14:36:10,

東室蘭,--,14:59:00,--,14:59:20
輪西,15:02:00,15:03:00,15:02:59,15:03:46
御崎,15:06:00,15:06:00,15:06:33,15:07:01
母恋,15:09:00,15:09:00,15:09:37,

室蘭,--,17:00:00,--,17:00:14
母恋,17:02:00,17:03:00,17:02:46,17:03:15
御崎,17:06:00,17:06:00,17:06:00,17:06:32
輪西,17:09:00,17:10:00,17:09:41,17:10:06
東室蘭,17:13:00,--,17:12:17,--

東室蘭,17:16:00,17:17:00,17:16:12,17:17:48
鷲別,,レ,17:20:25,
幌別,,レ,17:24:45,
富浦,,レ,17:27:31,
登別,17:30:00,17:30:00,17:29:57,17:30:35
虎杖浜,,レ,17:33:00,
竹浦,,レ,17:35:47,
北吉原,,レ,17:37:20,
萩野,,レ,17:38:48,
白老,,レ,17:42:20,
社台,,レ,17:45:18,
錦岡,,レ,17:48:28,
糸井,,レ,17:50:20,
青葉,,レ,17:52:00,
苫小牧,17:55:00,17:55:00,17:54:51,17:55:31
苫小牧貨物,,レ,17:57:15,
沼ノ端,,レ,18:00:50,
植苗,,レ,18:04:30,
美々信号場,,レ,18:08:25,
南千歳,18:11:00,18:11:00,18:11:27,18:12:15
千歳,,レ,18:14:35,
長都,,レ,18:16:38,
サッポロビール庭園,,レ,18:17:47,
恵庭,,レ,18:19:00,
恵み野,,レ,18:20:25,
島松,,レ,18:21:34,
北広島,,レ,18:25:06,
西の里信号場,,レ,18:27:00,
上野幌,,レ,18:29:28,
新札幌,18:31:00,18:32:00,18:31:37,18:32:13
平和,,レ,18:34:25,
白石,,レ,18:35:40,
苗穂,,レ,18:38:15,
札幌,18:41:00,--,18:41:03,--
