
関西空港,--,15:14,--,15:14:06
りんくうタウン,,レ,,15:18:00
日根野,,レ,,15:23:45
熊取,,レ,,15:25:04
東佐野,,レ,,15:25:58
和泉橋本,,レ,,15:26:53
東貝塚,,レ,,15:28:15
東岸和田,,レ,,15:29:10
下松,,レ,,15:29:55
久米田,,レ,,15:30:35
和泉府中,,レ,,15:32:20
信太山,,レ,,15:33:15
北信太,,レ,,15:34:02
富木,,レ,,15:35:06
鳳,,レ,,15:36:03
津久野,,レ,,15:37:06
上野芝,,レ,,15:38:04
百舌鳥,,レ,,15:39:17
三国ヶ丘,,レ,,15:40:08
堺市,,レ,,15:41:21
浅香,,レ,,15:42:07
杉本町,,レ,,15:43:30
我孫子町,,レ,,15:44:15
長居,,レ,,15:44:50
鶴ヶ丘,,レ,,15:45:27
南田辺,,レ,,15:46:37
美章園,,レ,,?
天王寺,15:48,15:50,15:48:43,15:50:26
新今宮,,レ,,15:51:57
芦原橋,,レ,,15:53:23
大正,,レ,,15:54:22
弁天町,,レ,,15:56:12
西九条,,レ,,15:57:44
大阪,,レ,,15:58:45
新大阪,16:05,16:07,16:05:11,

新大阪,17:31,17:31,17:32:07,17:32:47
西中島南方,17:32,17:32,17:33:51,17:34:33
中津,17:35,17:35,17:36:30,17:36:56
梅田,17:37,17:38,17:38:30,17:39:23
淀屋橋,17:40,17:41,17:41:40,17:42:43
本町,17:42,17:43,17:43:55,17:44:52
心斎橋,17:44,17:45,17:46:19,17:47:16
なんば,17:46,17:47,17:48:32,17:49:42

なんば,21:36,21:36,21:36:14,21:36:52
心斎橋,21:37,21:38,21:38:06,21:38:53
本町,21:40,21:40,21:40:18,21:40:50
淀屋橋,21:42,21:42,21:42:16,21:43:00
梅田,21:44,21:45,21:45:20,21:46:12
中津,21:47,21:47,21:47:47,21:48:07
西中島南方,21:49,21:50,21:50:14,21:50:37
新大阪,21:51,21:51,21:51:46,

新大阪,10:19,10:20,10:20:07,10:20:50
東淀川,,レ,,10:21:52
吹田,,レ,,10:23:45
岸辺,,レ,,10:24:52
千里丘,,レ,,10:25:50
茨木,,レ,,10:27:18
JR総持寺,,レ,,10:28:22
摂津富田,,レ,,10:29:17
高槻,10:30,10:31,10:31:26,10:31:48
島本,,レ,,10:35:03
山崎,,レ,,10:36:11
長岡京,,レ,,10:38:23
向日町,,レ,,10:40:18
桂川,,レ,,10:40:52
西大路,,レ,,?
京都,10:44,10:45,10:44:21,

京都,13:43,13:45,13:43:47,13:45:27
西大路,,レ,,13:47:47
桂川,,レ,,13:49:12
向日町,,レ,,13:49:48
長岡京,,レ,,13:52:57
山崎,,レ,,13:55:51
島本,,レ,,13:56:57
高槻,13:57,13:58,14:00:01,14:00:38
摂津富田,,レ,,14:02:45
JR総持寺,,レ,,14:03:40
茨木,,レ,,14:04:37
千里丘,,レ,,14:06:03
岸辺,,レ,,14:06:56
吹田,,レ,,14:08:03
東淀川,,レ,,14:09:44
新大阪,14:08,14:09,14:10:30,

羽田空港国内線ターミナル,--,17:32,--,17:32:34
羽田空港国際線ターミナル,17:34,17:35,17:34:58,17:35:31
天空橋,17:36,17:36,17:36:59,17:37:26
穴守稲荷,17:38,17:38,17:38:27,17:39:14
大鳥居,17:39,17:39,17:40:12,17:40:41
糀谷,17:41,17:41,17:42:10,17:42:33
京急蒲田,17:43,17:44,17:44:10,17:44:55
梅屋敷,,レ,,17:45:52
大森町,,レ,,17:46:25
平和島,17:46,17:47,17:47:22,17:47:51
大森海岸,,レ,,17:48:47
立会川,17:49,17:50,17:50:03,17:50:26
鮫洲,,レ,,?
青物横丁,17:51,17:52,17:52:18,17:52:43
新馬場,,レ,,17:53:57
北品川,,レ,,17:55:25
品川,17:56,17:56,17:57:44,

品川,18:05,18:06,18:05:18,18:06:11
新橋,18:10,18:11,18:10:30,18:11:25
東京,18:13,18:14,18:14:01,

東京,18:20,18:20,18:21:11,18:21:57
神田,18:23,18:23,18:23:25,18:24:27
秋葉原,18:25,18:25,18:25:18,18:26:16

秋葉原,19:06,19:06,19:11:17,19:12:03
御徒町,19:08,19:08,19:13:16,19:13:53
上野,19:10,19:10,19:14:55,19:15:33
鶯谷,19:12,19:12,19:16:58,19:17:32
日暮里,19:14,19:14,19:18:40,19:19:17
西日暮里,19:15,19:15,19:20:17,19:20:50
田端,19:17,19:17,19:21:57,19:22:33
駒込,19:19,19:19,19:24:16,19:24:51
巣鴨,19:21,19:21,19:25:59,19:26:48
大塚,19:23,19:23,19:28:18,19:28:52
池袋,19:27,19:27,19:31:04,

池袋,--,21:30,--,21:30:47
新大塚,21:33,21:33,21:33:17,21:33:37
茗荷谷,21:35,21:35,21:35:18,21:35:42
後楽園,21:38,21:38,21:37:56,21:38:18
本郷三丁目,21:39,21:40,21:39:44,21:40:06
御茶ノ水,21:41,21:42,21:41:32,21:42:04
