
成田空港,--,18:15,--,18:15:36
空港第２ビル,18:17,18:19,18:17:15,18:19:12
堀之内信号場,,レ,18:21:26,18:23:49
成田,,レ,,18:30:25
酒々井,,レ,,18:35:30
佐倉,,レ,,18:39:42
物井,,レ,,18:41:57
四街道,,レ,,18:44:22
都賀,,レ,,18:47:00
東千葉,,レ,,18:50:05
千葉,,レ,,18:51:30
稲毛,,レ,,18:55:20
津田沼,,レ,,19:01:57
船橋,,レ,,19:04:05
市川,,レ,,19:08:03
新小岩,,レ,,19:10:45
錦糸町,,レ,,19:13:25
馬喰町,,レ,,19:15:32
新日本橋,,レ,,19:16:15
東京,19:17,19:22,19:17:58,

東京,--,19:27,--,19:27:35
神田,19:29,19:29,19:29:13,19:29:52
御茶ノ水,19:31,19:31,19:31:29,19:32:13
四ツ谷,19:36,19:36,19:36:16,19:36:59
新宿,19:42,19:42,19:40:51,19:42:11
中野,19:46,19:46,19:45:52,19:46:38
高円寺,19:48,19:48,19:48:10,19:48:53
阿佐ヶ谷,19:50,19:50,19:50:16,19:50:54
荻窪,19:52,19:52,19:52:24,19:53:07
西荻窪,19:54,19:54,19:54:51,19:55:25
吉祥寺,19:56,19:56,19:57:13,

吉祥寺,21:17,21:17,21:16:53,21:17:30
西荻窪,21:19,21:19,21:19:08,21:19:34
荻窪,21:21,21:21,21:21:22,21:21:52
阿佐ヶ谷,21:23,21:23,21:23:27,21:23:57
高円寺,21:25,21:25,21:25:17,21:25:47
中野,21:27,21:27,21:27:16,21:27:50
新宿,21:33,21:33,21:31:41,

新宿,23:51,23:51,,23:51:47
大久保,23:53,23:53,23:53:18,23:53:46
東中野,23:55,23:55,23:55:22,23:55:54
中野,23:57,23:57,23:57:52,23:58:21
高円寺,23:59,23:59,23:59:56,00:00:24
阿佐ヶ谷,00:01,00:01,00:01:49,00:02:20
荻窪,00:03,00:03,00:03:51,00:04:21
西荻窪,00:06,00:06,00:06:19,00:06:43
吉祥寺,00:08,00:08,00:08:30,00:09:00

吉祥寺,--,13:44,--,13:44:08
井の頭公園,,レ,,?
三鷹台,,レ,,13:45:47
久我山,13:46,13:47,13:46:51,13:47:14
富士見ヶ丘,,レ,,13:48:05
高井戸,,レ,,13:48:43
浜田山,,レ,,13:49:38
西永福,,レ,,13:50:14
永福町,13:51,13:51,13:51:13,13:51:46
明大前,13:53,13:53,13:53:36,13:54:05
東松原,,レ,,13:55:12
新代田,,レ,,?
下北沢,13:55,13:56,13:56:23,13:56:58
池ノ上,,レ,,13:57:48
駒場東大前,,レ,,13:58:44
神泉,,レ,,13:59:39
渋谷,14:00,--,14:00:51,--

渋谷,14:12,14:14,14:12:12,14:14:34
代官山,,レ,,14:16:28
中目黒,14:17,14:18,14:17:28,14:18:20
祐天寺,,レ,,14:19:34
学芸大学,14:20,14:21,14:20:36,14:21:19
都立大学,,レ,,14:22:23
自由が丘,14:23,14:24,14:23:38,14:24:28
田園調布,14:25,14:26,14:25:48,14:26:22
多摩川,14:27,14:27,14:27:28,14:28:00
新丸子,,レ,,14:29:12
武蔵小杉,14:30,14:30,14:29:54,14:30:34
元住吉,,レ,,14:31:42
日吉,14:33,14:33,14:32:55,

日吉,--,15:49,--,15:49:48
元住吉,,レ,,15:51:03
武蔵小杉,15:52,15:52,15:52:40,

武蔵小杉,16:09,16:10,16:09:40,16:10:47
西大井,,レ,,16:15:15
品川,16:19,16:20,16:19:05,16:20:17
新橋,,レ,,16:24:32
東京,16:27,16:33,16:27:03,16:33:54
新日本橋,,レ,,16:35:25
馬喰町,,レ,,16:36:13
錦糸町,,レ,,16:38:52
新小岩,,レ,,16:42:00
市川,,レ,,16:45:00
船橋,,レ,,16:48:58
津田沼,,レ,,16:50:52
稲毛,,レ,,16:56:17
千葉,,レ,,16:59:17
東千葉,,レ,,17:00:40
都賀,,レ,,17:02:38
四街道,,レ,,17:04:35
物井,,レ,,17:06:56
佐倉,,レ,,17:09:18
酒々井,,レ,,17:13:45
成田,,レ,,17:18:42
堀之内信号場,,レ,,17:24:38
空港第２ビル,17:25,17:27,17:26:10,17:27:37
成田空港,17:29,--,17:29:24,--

中部国際空港,--,20:17,--,20:17:07
りんくう常滑,,レ,,20:19:28
常滑,20:20,20:21,20:20:37,20:21:07
多屋,,レ,,20:21:52
榎戸,,レ,,20:22:32
蒲池,,レ,,20:23:22
西ノ口,,レ,,20:23:56
大野町,,レ,,20:24:56
新舞子,20:26,20:27,20:26:42,20:27:09
日長,,レ,,20:28:25
長浦,,レ,,20:29:49
古見,,レ,,20:30:44
朝倉,20:31,20:32,20:31:40,20:32:08
寺本,,レ,,20:33:18
尾張横須賀,20:34,20:35,20:34:48,20:35:08
太田川,20:36,20:37,20:36:43,20:37:13
新日鉄前,,レ,,20:38:53
聚楽園,,レ,,20:39:23
名和,,レ,,20:41:20
柴田,,レ,,20:41:55
大同町,,レ,,20:42:20
大江,,レ,,20:43:18
道徳,,レ,,20:44:12
豊田本町,,レ,,20:44:54
神宮前,20:46,20:47,20:46:33,20:47:24
金山,20:49,20:50,20:49:39,20:50:28

