
羽田空港国際線ターミナル,20:11,20:12,20:11:10,20:12:09
天空橋,20:13,20:13,20:13:27,20:13:49
穴守稲荷,20:14,20:14,20:14:53,20:15:15
大鳥居,20:16,20:16,20:16:11,20:16:38
糀谷,20:18,20:18,20:18:01,20:18:26
京急蒲田,20:19,20:21,20:20:01,

京急蒲田,20:28,20:28,20:28:33,20:29:14
梅屋敷,,レ,,20:30:03
大森町,,レ,,20:30:33
平和島,,レ,,20:30:59
大森海岸,,レ,,20:31:29
立会川,,レ,,20:32:08
鮫洲,,レ,,20:32:41
青物横丁,,レ,,20:33:09
新馬場,,レ,,20:33:51
北品川,,レ,,20:34:28
品川,20:36,--,20:36:06,--

品川,--,08:09,08:08:52,08:09:32
北品川,,レ,,08:11:08
新馬場,,レ,,08:12:08
青物横丁,,レ,,08:13:55
鮫洲,,レ,,08:15:05
立会川,,レ,,08:16:40
大森海岸,,レ,,08:18:30
平和島,,レ,,08:19:05
大森町,,レ,,08:19:29
梅屋敷,,レ,,08:19:57
京急蒲田,08:20,08:21,08:20:52,

京急蒲田,08:26,08:26,08:25:45,08:26:55
糀谷,08:28,08:29,08:29:49,08:30:23
大鳥居,08:30,08:31,08:32:14,08:32:53
穴守稲荷,08:31,08:32,08:33:58,08:34:31
天空橋,08:33,08:34,08:35:48,08:36:14
羽田空港国際線ターミナル,08:35,08:36,08:37:55,08:38:38
羽田空港国内線ターミナル,08:38,--,08:40:41,--

福岡空港,--,12:08,--,12:08:27
東比恵,12:11,12:11,,12:11:39
博多,12:13,12:13,12:13:17,

博多,--,16:56,--,16:57:01
新鳥栖,17:09,17:10,17:09:34,17:10:34
久留米,17:14,17:15,17:14:10,17:15:08

久留米,19:02,19:03,19:02:29,19:03:21
新鳥栖,19:07,19:07,19:06:59,19:07:58
博多,19:20,--,19:20:33,--

博多,--,09:38,--,09:39:25
吉塚,,レ,,09:41:35
箱崎,,レ,,?
千早,,レ,,09:46:36
香椎,,レ,,09:47:26
九産大前,,レ,,09:48:37
福工大前,,レ,,09:50:38
新宮中央,,レ,,09:51:48
ししぶ,,レ,,09:52:45
古賀,,レ,,09:53:41
千鳥,,レ,,09:55:03
福間,,レ,,09:56:20
東福間,,レ,,09:58:00
東郷,,レ,,10:00:28
赤間,,レ,,10:03:15
教育大前,,レ,,10:04:38
海老津,,レ,,10:08:22
遠賀川,,レ,,10:11:50
